img_path,x0,y0,x1,y1,grad_Bx,grad_Gx,grad_Rx,grad_By,grad_Gy,grad_Ry,segment_length,is_field_boundary,is_field_marking,is_not_a_field_feature
data/selected_images/original/sqr_01_10_original.png,26,289,286,285,-1.143425,-0.93525314,-1.3017807,93.90439,76.42729,104.323715,248.0,False,True,False
data/selected_images/original/sqr_01_10_original.png,287,286,638,282,-1.0510292,-0.84329605,-1.1180801,91.711365,71.15525,102.29739,341.0,False,True,False
data/selected_images/original/sqr_01_10_original.png,638,273,11,280,1.2479401,1.024746,1.3783073,-96.5788,-79.146034,-110.62088,597.0,False,True,False
data/selected_images/original/sqr_01_10_original.png,0,194,638,187,0.76190376,0.85873413,0.659523,-70.50952,-82.65318,-55.664288,553.0,True,False,False
data/selected_images/original/sqr_01_150_original.png,0,250,544,76,-14.70826,-8.303474,-19.620079,49.17918,28.046448,65.63228,523.0,False,True,False
data/selected_images/original/sqr_01_150_original.png,471,101,639,105,0.8275299,0.4129753,1.305378,44.001575,19.507927,64.571205,158.0,False,True,False
data/selected_images/original/sqr_01_150_original.png,6,71,97,69,-0.39024353,-0.3810959,-0.4024372,14.749999,15.277444,15.091459,77.0,False,False,True
data/selected_images/original/sqr_01_150_original.png,0,239,440,101,12.634834,7.864582,16.406246,-42.289932,-25.960651,-54.737274,431.0,False,True,False
data/selected_images/original/sqr_01_150_original.png,0,170,514,70,5.946684,7.642353,4.1473866,-32.737427,-41.540745,-23.849606,494.0,True,False,False
data/selected_images/original/sqr_01_150_original.png,503,72,638,73,-0.5875015,-0.72916794,-0.60624695,-78.15,-94.29584,-62.24375,120.0,True,False,False
data/selected_images/original/sqr_01_150_original.png,205,61,151,63,3.342104,2.9605274,3.7828922,-41.355263,-42.210526,-38.335526,22.0,False,False,True
data/selected_images/original/sqr_01_150_original.png,152,66,493,55,-2.2643108,-2.2831326,-2.4224377,81.48869,82.105415,86.06701,323.0,False,False,True
data/selected_images/original/sqr_01_150_original.png,492,53,639,52,0.15875816,0.15146065,0.113137245,180.23904,177.21716,180.14598,137.0,False,False,True
data/selected_images/original/sqr_01_150_original.png,199,50,142,55,-1.609375,-3.052082,3.515625,23.078129,23.562492,21.890629,26.0,False,False,True
data/selected_images/original/sqr_01_150_original.png,194,48,143,50,1.2682972,-0.46341324,8.018291,-40.841465,-34.878048,-96.29878,34.0,False,False,True
data/selected_images/original/sqr_01_150_original.png,210,7,270,10,7.9204597,8.647734,7.6590996,77.28407,91.07956,98.26138,40.0,False,False,True
data/selected_images/original/sqr_01_150_original.png,261,15,381,14,0.29999924,0.30226898,0.07726288,87.94545,87.4568,81.131805,99.0,False,False,True
data/selected_images/original/sqr_01_150_original.png,396,7,439,5,-5.2638836,-4.2222176,-3.659729,45.52777,33.48611,36.52084,23.0,False,False,True
data/selected_images/original/sqr_01_150_original.png,215,29,325,24,4.3616943,4.7712784,3.9760666,-66.510635,-77.1117,-36.561165,59.0,False,False,True
data/selected_images/original/sqr_01_150_original.png,185,34,376,27,0.7812462,0.87641907,0.59659195,33.718765,33.387787,37.133526,140.0,False,False,True
data/selected_images/original/sqr_01_150_original.png,254,19,191,21,0.35000038,0.681818,1.2181816,-29.213636,-35.336365,-33.990913,38.0,False,False,True
data/selected_images/original/sqr_01_150_original.png,338,30,382,31,0.44594955,-0.18919373,1.4662132,-122.081085,-116.0946,-132.37163,37.0,False,False,True
data/selected_images/original/sqr_01_150_original.png,323,37,418,41,2.0246983,1.83642,2.1327171,87.30246,91.638885,71.33642,67.0,False,False,True
data/selected_images/original/sqr_01_150_original.png,333,37,276,39,-2.3928528,-3.3095207,-1.4642887,79.42858,99.690475,7.6785603,36.0,False,False,True
data/selected_images/original/sqr_01_150_original.png,392,21,351,20,-0.21212387,-0.053024292,-0.8181801,-71.34848,-68.416664,-68.03032,29.0,False,False,True
data/selected_images/original/sqr_01_150_original.png,439,101,400,99,1.28125,0.671875,1.8515625,27.59375,7.125,45.539062,28.0,False,True,False
data/selected_images/original/sqr_01_150_original.png,479,99,639,102,-0.8940468,-0.39072418,-1.3427162,-45.83775,-21.304615,-69.78313,150.0,False,True,False
data/selected_images/original/sqr_01_155_original.png,0,211,420,70,-21.040947,-15.426651,-27.595352,67.76222,50.28485,88.82152,404.0,False,True,False
data/selected_images/original/sqr_01_155_original.png,349,96,638,99,0.22857666,0.11161041,0.39196396,41.62857,22.270535,58.127674,271.0,False,True,False
data/selected_images/original/sqr_01_155_original.png,0,204,407,71,21.796486,15.687191,26.822235,-73.298996,-52.845467,-90.14008,391.0,False,True,False
data/selected_images/original/sqr_01_155_original.png,379,66,639,67,-0.23877716,-0.23469162,-0.14183807,-72.06122,-90.32857,-52.188778,245.0,True,False,False
data/selected_images/original/sqr_01_155_original.png,389,66,0,146,10.499332,13.222,7.272665,-56.017998,-69.65399,-40.208664,375.0,True,False,False
data/selected_images/original/sqr_01_155_original.png,9,51,88,35,5.1547623,3.7777767,13.956352,-30.900795,-27.142859,-75.821434,46.0,False,False,True
data/selected_images/original/sqr_01_155_original.png,13,61,378,49,-2.4355354,-2.4398308,-2.5365353,81.97708,84.04871,86.75858,324.0,False,False,True
data/selected_images/original/sqr_01_155_original.png,377,48,571,47,-0.760869,-0.7730961,-0.7975559,165.20383,163.49864,165.01767,184.0,False,False,True
data/selected_images/original/sqr_01_155_original.png,572,47,574,8,-38.648438,-40.84375,-41.515625,2.0078125,2.375,2.5,30.0,False,False,True
data/selected_images/original/sqr_01_155_original.png,102,40,282,41,-0.835762,-0.952034,-0.771801,-114.422966,-112.63226,-84.41133,150.0,False,False,True
data/selected_images/original/sqr_01_155_original.png,271,21,91,25,1.1091728,1.1534843,0.9968357,48.428783,47.745255,56.30381,130.0,False,False,True
data/selected_images/original/sqr_01_155_original.png,91,22,157,20,4.861603,5.441963,4.2276764,-89.852684,-103.29019,-69.8616,37.0,False,False,True
data/selected_images/original/sqr_01_160_original.png,0,60,312,51,-2.5644646,-2.6393757,-2.7770042,89.7648,93.26654,96.56271,248.0,False,False,True
data/selected_images/original/sqr_01_160_original.png,311,50,499,49,-0.27528095,-0.28089714,-0.2977543,145.30618,145.40732,148.28653,178.0,False,False,True
data/selected_images/original/sqr_01_160_original.png,500,49,501,10,-57.320312,-63.226562,-64.296875,0.0234375,0.4296875,0.265625,31.0,False,False,True
data/selected_images/original/sqr_01_160_original.png,0,135,334,66,11.378065,14.249996,7.8734684,-61.67408,-76.03067,-44.103523,318.0,True,False,False
