img_path,x0,y0,x1,y1,grad_Bx,grad_Gx,grad_Rx,grad_By,grad_Gy,grad_Ry,segment_length,is_field_boundary,is_field_marking,is_not_a_field_feature
/home/joao-dt/ssl-navigation-dataset/data/igs_01/cam/527.png,0,113,200,94,4.9830723,6.6432285,3.677084,-56.384117,-74.75261,-42.44792,190.0,True,False,False
/home/joao-dt/ssl-navigation-dataset/data/igs_01/cam/527.png,191,95,457,105,-1.9672623,-2.8293648,-1.260912,-62.25298,-85.59921,-43.399803,250.0,True,False,False
/home/joao-dt/ssl-navigation-dataset/data/igs_01/cam/527.png,467,105,639,111,-2.628086,-3.3101883,-2.294754,-73.794754,-94.21759,-57.97068,156.0,True,False,False
/home/joao-dt/ssl-navigation-dataset/data/igs_01/cam/527.png,47,0,264,14,-2.3016815,-2.2716331,-2.2115288,-35.84015,-34.60097,-32.735584,151.0,False,False,True
/home/joao-dt/ssl-navigation-dataset/data/igs_01/cam/527.png,0,127,213,102,6.343136,3.5747528,8.289219,-67.31128,-40.609062,-89.55147,192.0,False,True,False
/home/joao-dt/ssl-navigation-dataset/data/igs_01/cam/527.png,203,103,454,115,-2.0699158,-0.9639816,-2.9343262,-59.47458,-31.46611,-83.51695,227.0,False,True,False
/home/joao-dt/ssl-navigation-dataset/data/igs_01/cam/527.png,475,119,639,126,2.7338715,1.6806412,3.4887123,72.76935,43.60001,91.798386,154.0,False,True,False
/home/joao-dt/ssl-navigation-dataset/data/igs_01/cam/527.png,0,130,219,104,-6.621954,-3.7475548,-8.703659,64.09024,36.903664,82.60365,182.0,False,True,False
/home/joao-dt/ssl-navigation-dataset/data/igs_01/cam/527.png,179,25,88,23,4.3384147,4.3658524,4.4695163,174.97253,174.41463,174.51219,82.0,False,False,True
/home/joao-dt/ssl-navigation-dataset/data/igs_01/cam/527.png,192,54,0,58,-1.8959522,-1.8236971,-1.8612747,62.034683,60.367058,61.6763,154.0,False,False,True
/home/joao-dt/ssl-navigation-dataset/data/igs_01/cam/527.png,209,106,476,119,2.3578606,1.1391144,3.440527,57.444565,29.671368,77.170364,227.0,False,True,False
/home/joao-dt/ssl-navigation-dataset/data/igs_01/cam/527.png,370,54,371,0,12.5,12.6,12.511111,-0.29999924,-0.32222176,-0.2666664,45.0,False,False,True
/home/joao-dt/ssl-navigation-dataset/data/igs_01/cam/527.png,550,19,495,16,-0.42222118,-0.0055561066,-2.5611115,-1.0999985,2.4055567,-55.95,28.0,False,False,True
/home/joao-dt/ssl-navigation-dataset/data/igs_01/cam/527.png,469,116,638,124,-2.7298126,-1.4565239,-3.8276405,-74.85715,-44.68323,-100.51398,161.0,False,True,False
/home/joao-dt/ssl-navigation-dataset/data/sqr_02/cam/1769.png,11,277,639,272,0.93001175,0.7249222,1.0792885,-100.14926,-80.99432,-114.08496,602.0,False,True,False
