img_path,x0,y0,x1,y1,grad_Bx,grad_Gx,grad_Rx,grad_By,grad_Gy,grad_Ry,segment_length,is_field_boundary,is_field_marking,is_not_a_field_feature
/home/joao-dt/ssl-navigation-dataset/data/sqr_02/cam/1276.png,119,255,639,255,0.099695206,0.16650009,0.16851997,-37.03289,-46.74241,-31.582495,521,True,False,False
/home/joao-dt/ssl-navigation-dataset/data/sqr_02/cam/1276.png,125,256,0,255,-0.18457985,-0.18691635,-0.32009697,-41.712616,-51.028038,-36.553734,126,True,False,False
/home/joao-dt/ssl-navigation-dataset/data/igs_02/cam/118.png,3,117,639,164,4.090107,2.8197746,5.534693,59.625988,42.023926,80.352066,637,False,True,False
/home/joao-dt/ssl-navigation-dataset/data/igs_02/cam/118.png,71,0,70,53,34.427776,60.450005,80.138885,0.26111984,-2.2277718,-4.4166756,54,False,False,True
/home/joao-dt/ssl-navigation-dataset/data/igs_02/cam/118.png,60,56,463,51,-1.3773069,-1.3970938,-1.343009,88.09103,90.043526,90.04617,404,False,False,True
/home/joao-dt/ssl-navigation-dataset/data/igs_02/cam/118.png,60,57,54,13,95.63194,83.96528,76.6875,10.2986145,7.0486145,4.8125,45,False,False,True
/home/joao-dt/ssl-navigation-dataset/data/igs_02/cam/118.png,463,51,464,0,-108.73809,-110.90477,-107.88691,1.0595274,1.1428604,0.8511944,52,False,False,True
/home/joao-dt/ssl-navigation-dataset/data/igs_02/cam/118.png,433,51,434,0,67.60714,74.72024,65.94643,0.20238876,0.113090515,0.13690948,52,False,False,True
/home/joao-dt/ssl-navigation-dataset/data/igs_02/cam/118.png,278,50,276,0,107.88691,99.61906,93.98215,4.8154793,4.642853,4.2559586,51,False,False,True
/home/joao-dt/ssl-navigation-dataset/data/igs_02/cam/118.png,81,8,79,53,-33.26282,-33.493587,-34.36539,0.80127335,0.77565384,0.685894,46,False,False,True
/home/joao-dt/ssl-navigation-dataset/data/igs_02/cam/118.png,0,113,639,160,-3.0063362,-2.1345215,-4.129368,-41.670628,-28.347218,-55.958725,640,False,True,False
/home/joao-dt/ssl-navigation-dataset/data/igs_02/cam/118.png,0,89,318,71,2.9322624,3.6419373,2.3661327,-56.12742,-69.49516,-44.091934,319,True,False,False
/home/joao-dt/ssl-navigation-dataset/data/igs_02/cam/118.png,639,51,598,51,1.1838226,1.1617613,1.1764688,113.007355,113.279396,111.79412,42,False,False,True
/home/joao-dt/ssl-navigation-dataset/data/rnd_01/cam/1319.png,0,161,639,107,-5.8960342,-4.2817383,-7.9972286,75.49603,54.480953,101.420235,640,False,True,False
/home/joao-dt/ssl-navigation-dataset/data/rnd_01/cam/1319.png,64,34,16,29,-1.7312508,-1.7875004,-1.5999985,-25.931252,-25.324999,-14.849991,49,False,False,True
/home/joao-dt/ssl-navigation-dataset/data/rnd_01/cam/1319.png,0,133,639,90,2.921032,3.9432526,1.900795,-45.228966,-60.947224,-30.27619,640,True,False,False
/home/joao-dt/ssl-navigation-dataset/data/rnd_01/cam/1319.png,0,158,639,102,4.9099197,3.4682503,6.4575424,-64.30279,-46.045235,-83.79008,640,False,True,False
/home/joao-dt/ssl-navigation-dataset/data/rnd_01/cam/1319.png,162,54,639,49,-0.92379475,-0.9523077,-0.96381855,78.44901,80.023575,79.72148,478,False,False,True
/home/joao-dt/ssl-navigation-dataset/data/rnd_01/cam/1319.png,174,55,0,57,-0.556602,-0.5833359,-0.5943403,47.638363,48.22484,50.569183,175,False,False,True
