grad_Bx,grad_Gx,grad_Rx,grad_By,grad_Gy,grad_Ry,segment_length,is_field_boundary_gt,is_field_marking_gt
-1.0612745098039227,-1.1862745098039262,-1.1642156862745061,87.17892156862746,90.04411764705884,92.91421568627449,106,False,False
38.709016393442624,39.48770491803278,40.868852459016395,4.709016393442617,5.315573770491792,4.327868852459005,65,False,False
2.3097087378640815,3.261165048543692,1.8315533980582526,30.469902912621357,43.31456310679611,24.947087378640784,519,True,False
-4.147435897435905,-2.6025641025641093,-4.474358974358985,-49.083333333333336,-31.1923076923077,-54.987179487179496,43,False,True
-4.9653543307086565,-3.7374015748031297,-6.36062992125985,-53.18346456692914,-40.89173228346455,-67.69212598425199,639,False,True
5.751745200698082,4.156195462478188,7.465532286212909,53.69589877835951,38.684118673647475,69.79275741710299,577,False,True
16.402439024390247,10.689024390243894,14.012195121951223,2.7317073170731305,1.689024390243901,2.0975609756097455,45,False,False
1.518518518518519,1.2425925925925938,2.54999999999999,-15.759259259259252,-11.316666666666677,-24.361111111111114,139,False,True
2.9360465116279144,2.3759689922480476,4.058139534883701,-32.10271317829458,-25.461240310077535,-45.968992248062,133,False,True
-3.51650943396227,-2.3349056603773732,-5.047169811320757,31.398584905660393,22.660377358490578,45.72641509433965,110,False,True
3.5904255319148817,2.441489361702139,4.212765957446813,34.441489361702125,24.89893617021277,43.0,51,False,True
1.7460629921259887,1.1251968503937135,2.581889763779529,39.44527559055119,24.34094488188977,59.02598425196852,639,False,True
1.9166666666666714,1.963768115942031,1.9166666666666643,-57.80072463768117,-56.55072463768116,-57.43840579710145,73,False,False
4.264880952380949,4.419642857142861,4.7440476190476275,-61.06845238095238,-60.104166666666664,-61.45833333333332,88,False,False
0.40937500000000426,0.7124999999999986,0.859375,22.571875000000013,21.22500000000003,22.278124999999996,84,False,False
1.310629921259844,1.8314960629921195,0.9417322834645674,35.724803149606295,50.01496062992126,24.928346456692907,639,True,False
-0.15841584158415856,0.09900990099010087,0.18316831683168555,-33.95544554455445,-15.158415841584159,2.9059405940593974,105,False,False
3.4759615384615365,2.187499999999993,1.39423076923077,-38.418269230769226,-27.437500000000004,-21.42307692307693,56,False,False
-0.6342592592592737,-0.3302469135802397,-1.0015432098765409,-15.604938271604944,-7.910493827160515,-23.83950617283951,328,False,True
-0.10755813953488413,-0.5087209302325579,-0.7674418604651176,8.584302325581397,9.636627906976742,11.168604651162788,90,False,False
4.487704918032783,4.463114754098363,4.364754098360649,-67.077868852459,-63.700819672131146,-62.93032786885246,65,False,False
0.8104026845637584,0.8506711409395997,0.8288590604026886,-47.61912751677852,-48.0721476510067,-47.838926174496635,153,False,False
44.98500000000001,45.725,47.144999999999996,1.67499999999999,1.6850000000000058,1.845000000000006,54,False,False
-1.2686980609418335,-1.2451523545706387,-1.4792243767313007,17.493074792243764,19.738227146814395,18.835180055401665,365,False,True
0.3007075471698073,0.3132861635220152,0.3054245283018773,-93.46344339622642,-93.43671383647799,-94.53183962264151,640,False,False
0.15826771653541272,0.11456692913385069,0.15944881889762286,-57.66377952755907,-45.33818897637797,-64.50984251968504,639,False,True
-0.22838050314464908,-0.2857704402515733,-0.19378930817609863,43.51061320754718,56.04913522012578,37.663915094339615,640,True,False
-1.3235294117646959,-1.437499999999993,-1.5330882352941089,-27.05147058823527,-23.797794117647044,-23.613970588235283,72,False,False
0.4251968503937107,0.3287401574803326,0.2933070866141705,-19.326771653543325,-15.147637795275593,-14.576771653543283,131,False,False
14.756944444444464,11.000000000000007,9.493055555555557,0.7291666666666856,0.2916666666666856,0.3958333333333286,40,False,False
-1.818548387096783,-1.8870967741935445,-2.125000000000007,37.10887096774192,32.59677419354836,31.641129032258043,66,False,False
-15.705882352941167,-12.705882352941181,-12.107843137254903,-1.4901960784313601,-1.1372549019607519,-0.9019607843137294,55,False,False
-0.4195652173912947,-0.3673913043478336,-0.38695652173913686,30.254347826086935,23.667391304347817,25.32173913043477,119,False,False
14.812499999999993,11.653846153846153,10.77403846153846,1.1009615384615472,0.7211538461538538,0.7740384615384812,56,False,False
-18.04807692307692,-14.86057692307692,-13.269230769230766,-0.7980769230769198,-0.8509615384615472,-0.6923076923077147,56,False,False
-15.739361702127653,-14.510638297872347,-15.606382978723396,-4.739361702127667,-4.489361702127667,-4.702127659574451,51,False,False
-0.012331838565025066,-0.03251121076232266,-0.08632286995514704,28.5213004484305,20.427130044843032,22.568385650224222,227,False,False
